 + TIC Scan DR_328.D ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
71,40.026,40.083,40.14,228652.04,986132.9,0.85,1.37,0.13,0.115,0.089,63978,156578,40.019,40.032,40.127,40.146,28647.75,29510.18,1,257731,,,  ,55.1,,,,,,,,,,
72,40.146,40.356,40.496,5847797.51,31826758.18,27.51,34.98,4.2,0.35,0.054,170312,108875,40.127,40.146,40.484,40.509,29558.13,32193.73,0.28,5878937,,,  ,57.1,,,,,,,,,,
73,40.496,40.732,40.827,16572787.88,98620866.87,85.25,99.14,13,0.331,0.095,108875,221796,40.484,40.509,40.821,40.84,50321,61076.98,0.16,16630762,,,  ,57.1,,,,,,,,,,
74,40.827,40.853,40.878,166916.67,474022.96,0.41,1,0.06,0.051,0.064,221796,220230,40.821,40.84,40.872,40.884,81375.77,79918.9,1,247564,,,  ,57.1,,,,,,,,,,
75,40.878,40.903,40.961,198025.54,652735.63,0.56,1.18,0.09,0.083,0.063,220230,127324,40.872,40.884,40.954,40.967,79918.9,77551.84,2,277216,,,  ,57.1,,,,,,,,,,
76,40.961,41.018,41.144,579082.27,2420897.21,2.09,3.46,0.32,0.183,0.061,127324,72305.56,40.954,40.967,41.158,41.202,77551.84,72305.56,1.64,654995,,,  ,57.1,,,,,,,,,,
77,41.219,41.387,41.463,183410.75,1079721.72,0.93,1.1,0.14,0.245,0.07,70387.18,101333,41.158,41.202,41.444,41.495,70387.18,62990.09,0.82,248708,,,  ,57.1,,,,,,,,,,
78,41.463,41.597,41.826,534081.06,4360130.3,3.77,3.19,0.57,0.363,0.127,101333,53496,41.444,41.495,41.801,41.845,62990.09,52031.96,1.5,593034,,,  ,57.1,,,,,,,,,,
79,41.826,41.909,42.1,522714.91,1874561.03,1.62,3.13,0.25,0.274,0.052,53496,42753,41.801,41.845,42.17,42.259,51360.06,42647.04,1.38,571441,,,  ,57.1,,,,,,,,,,
80,42.246,42.316,42.373,20673,84639.99,0.07,0.12,0.01,0.127,0.072,35005,38007,42.17,42.259,42.354,42.386,34751,34751,1.24,55424,,,  ,57.1,,,,,,,,,,
81,42.411,42.57,42.583,1125072,4376467.5,3.78,6.73,0.58,0.172,0.062,56782,1062889,42.354,42.386,42.577,42.589,34751,34751,0.18,1159823,,,  ,55.1,,,,,,,,,,
82,42.583,42.672,42.723,5440893,22692281.08,19.62,32.55,2.99,0.14,0.06,1062889,933767,42.577,42.589,42.723,42.729,34751,34751,0.6,5475644,,,  ,55.1,,,,,,,,,,
83,42.723,42.755,42.793,1454975,4758686.3,4.11,8.7,0.63,0.07,0.076,933767,874256,42.723,42.729,42.793,42.799,34751,34751,1.4,1489726,,,  ,55.1,,,,,,,,,,
84,42.793,42.997,43.028,16716430.02,115682462.54,100,100,15.25,0.235,0.119,874256,7628373,42.793,42.799,43.022,43.028,73080.11,89381.24,0.2,16803608,,,  ,97.1,,,,,,,,,,
85,43.028,43.086,43.162,14661409,52622224.96,45.49,87.71,6.94,0.134,0.075,7628373,558113,43.022,43.028,43.156,43.168,134978,134978,0.43,14796387,,,  ,97.1,,,,,,,,,,
86,43.162,43.283,43.391,11023552,44501843.95,38.47,65.94,5.87,0.229,0.06,558113,329924,43.156,43.168,43.41,43.436,134978,134978,0.37,11158530,,,  ,57.1,,,,,,,,,,
87,43.423,43.448,43.499,205752,719832.05,0.62,1.23,0.09,0.076,0.108,311547,243691,43.41,43.436,43.48,43.518,134978,134978,1.83,340730,,,  ,43.1,,,,,,,,,,
88,43.499,43.563,43.675,371810,1672568.73,1.45,2.22,0.22,0.176,0.064,243691,134978,43.48,43.518,43.671,43.722,134978,134978,0.94,506788,,,  ,57.1,,,,,,,,,,
89,43.742,43.805,43.843,448882.64,1514761.61,1.31,2.69,0.2,0.101,0.061,148433.43,460542,43.671,43.722,43.836,43.843,148433.43,173047.29,0.92,612608,,,  ,67.1,,,,,,,,,,
90,43.843,43.881,43.951,524973.71,1785750.31,1.54,3.14,0.24,0.108,0.069,460542,199453.28,43.836,43.843,43.945,43.976,173047.29,199453.28,1.18,707347,,,  ,55.1,,,,,,,,,,
91,44.021,44.116,44.196,572994.05,2627417.65,2.27,3.43,0.35,0.176,0.074,232572,259426.17,43.945,43.976,44.314,44.371,216559.13,259426.17,1.25,812858,,,  ,57.1,,,,,,,,,,
92,44.371,44.422,44.473,69466,230478.34,0.2,0.42,0.03,0.102,0.055,94679,83383,44.314,44.371,44.511,44.568,94679,83383,0.78,158497,,,  ,57.1,,,,,,,,,,
93,44.702,44.759,44.816,15736.2,63347.05,0.05,0.09,0.01,0.114,0.138,78619,71219.2,44.619,44.721,44.829,44.867,78265.93,71219.2,0.36,90472,,,  ,43.1,,,,,,,,,,
94,44.937,45.128,45.172,10180449.97,51098801.35,44.17,60.9,6.74,0.235,0.071,204773,1904038,44.829,44.867,45.166,45.172,71806.23,72042.78,0.35,10252448,,,  ,55.1,,,,,,,,,,
95,45.172,45.198,45.236,2376209.66,7100099.67,6.14,14.21,0.94,0.064,0.064,1904038,1231413,45.166,45.172,45.23,45.236,72042.78,72106.71,1.2,2448278,,,  ,55.1,,,,,,,,,,
96,45.236,45.459,45.567,16286329.54,110328635,95.37,97.43,14.54,0.331,0.096,1231413,554393,45.23,45.236,45.56,45.573,72106.71,72439.14,0.23,16358660,,,  ,97.1,,,,,,,,,,
97,45.567,45.637,45.898,1403900.53,8898562.03,7.69,8.4,1.17,0.331,0.065,554393,287728,45.56,45.573,45.821,45.91,72439.14,72771.58,3.58,1476410,,,  ,57.1,,,,,,,,,,
98,45.898,45.955,46.108,385839.87,2646616.93,2.29,2.31,0.35,0.21,0.177,287728,192317,45.821,45.91,46.057,46.114,72771.58,72982.56,1.19,458669,,,  ,57.1,,,,,,,,,,
99,46.108,46.222,46.349,395366.37,3179226.58,2.75,2.37,0.42,0.242,0.101,192317,226258,46.057,46.114,46.318,46.349,72982.56,73225.49,0.77,468464,,,  ,55.1,,,,,,,,,,
100,46.349,46.712,47.011,960052.1,18852734.18,16.3,5.74,2.49,0.662,0.269,226258,181886,46.318,46.349,46.979,47.024,73225.49,73890.38,0.79,1033642,,,  ,257.2,,,,,,,,,,
101,47.011,47.062,47.215,135097.47,1176176.44,1.02,0.81,0.16,0.204,0.232,181886,140208,46.979,47.024,47.151,47.234,73890.38,74094.96,2.08,209039,,,  ,57.1,,,,,,,,,,
102,47.227,47.348,47.494,1556195.79,8489898.96,7.34,9.31,1.12,0.267,0.06,142621,298670,47.151,47.234,47.482,47.501,74107.75,74376.26,1.86,1630425,,,  ,55.1,,,,,,,,,,
103,47.494,47.571,47.603,685776.03,2860165.81,2.47,4.1,0.38,0.108,0.073,298670,543530,47.482,47.501,47.603,47.609,74376.26,74484.94,0.43,760229,,,  ,57.1,,,,,,,,,,
104,47.603,47.634,47.844,609969.09,3331298.59,2.88,3.65,0.44,0.242,0.068,543530,142392,47.603,47.609,47.832,47.863,74484.94,74727.87,7.2,684486,,,  ,57.1,,,,,,,,,,
105,47.844,47.883,48.105,87312.76,835981.7,0.72,0.52,0.11,0.261,0.152,142392,109795,47.832,47.863,48.003,48.143,74727.87,74990,5.12,162079,,,  ,57.1,,,,,,,,,,
106,48.105,48.201,48.398,75613.12,846646.21,0.73,0.45,0.11,0.293,0.302,109795,106120,48.003,48.143,48.341,48.423,74990,75284.08,1.13,150699,,,  ,57.1,,,,,,,,,,
107,48.398,48.462,48.814,40712.99,500020.03,0.43,0.24,0.07,0.416,0.222,106120,75702.4,48.341,48.423,48.875,49.06,75284.08,75702.4,2.56,116061,,,  ,207,,,,,,,,,,
108,49.028,49.066,49.149,8925.86,30327.97,0.03,0.05,0,0.121,0.19,68615,66158,48.875,49.06,49.206,49.441,68615,66158,0.32,76765,,,  ,207,,,,,,,,,,
109,49.416,49.454,49.492,6698.58,17506.85,0.02,0.04,0,0.076,0.237,65710,64917,49.206,49.441,49.499,49.645,64644.81,63712.03,0.33,70877,,,  ,207,,,,,,,,,,
110,49.642,49.715,49.906,56444.4,397808.86,0.34,0.34,0.05,0.263,0.09,65725.04,76168,49.499,49.645,49.88,49.969,65725.04,65108.83,4.03,122000,,,  ,55.1,,,,,,,,,,
111,49.906,50.027,50.173,21507.13,194564.79,0.17,0.13,0.03,0.267,0.191,76168,65759,49.88,49.969,50.516,50.796,65108.83,64483.38,0.95,86333,,,  ,207,,,,,,,,,,
112,50.79,50.841,50.917,10351.49,44769.79,0.04,0.06,0.01,0.127,0.315,58556,58788,50.516,50.796,50.892,51.089,57968.66,58495.71,0.23,68531,,,  ,207,,,,,,,,,,
113,51.081,51.153,51.331,39580.67,238946.32,0.21,0.24,0.03,0.25,0.084,60022.19,60144.53,50.892,51.089,51.28,51.439,60022.19,60144.53,2.12,99638,,,  ,207,,,,,,,,,,
114,51.409,51.458,51.509,11539.01,34578.24,0.03,0.07,0,0.1,0.053,60182.84,60998,51.28,51.439,51.515,51.763,60182.84,60231.94,1.04,71746,,,  ,207,,,,,,,,,,
115,51.762,52.031,52.393,35362.96,652714.64,0.56,0.21,0.09,0.631,0.302,61842.46,58992,51.515,51.763,52.514,52.883,61842.46,58431.16,1.14,95754,,,  ,207,,,,,,,,,,
116,53.157,53.564,54.003,177578.41,3944771.11,3.41,1.06,0.52,0.846,0.335,87826.04,144259,52.514,52.883,53.939,54.117,87826.04,142766.32,1.91,291833,,,  ,257.2,,,,,,,,,,
117,54.433,54.582,54.752,110814.64,898962.37,0.78,0.66,0.12,0.318,0.125,120861.85,107328.64,54.353,54.454,54.779,54.881,120861.85,107328.64,0.88,225369,,,  ,69.1,,,,,,,,,,
118,54.996,55.32,55.695,499172.17,8195320.34,7.08,2.99,1.08,0.699,0.249,160395.53,162467.44,54.779,54.881,56.007,56.261,160395.53,162467.44,1.09,660528,,,  ,257.2,,,,,,,,,,
119,56.363,56.834,57.05,29032.04,706261.22,0.61,0.17,0.09,0.687,0.408,119529,128732,56.007,56.261,57.025,57.279,118206.82,127663.01,0.7,153718,,,  ,257.2,,,,,,,,,,
120,57.305,57.814,57.992,98445.05,2417078.46,2.09,0.59,0.32,0.687,0.444,133972,182108,57.025,57.279,57.966,57.992,132382.08,142636.42,0.42,238423,,,  ,257.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 + TIC Scan DR_352.D ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
1,4.093,4.125,4.251,62813.44,176239.5,0.17,0.4,0.03,0.158,0.039,59221,38691.11,4.093,4.1,4.59,4.653,47611.52,38691.11,1.59,108625,,,  ,281,,,,,,,,,,
2,4.647,4.672,4.819,6541.81,40567.41,0.04,0.04,0.01,0.172,0.097,19683,18159,4.59,4.653,5.595,5.862,19683,18159,6.16,25999,,,  ,57.1,,,,,,,,,,
3,6.03,6.11,6.205,7665.12,37076.07,0.04,0.05,0.01,0.176,0.081,13267.14,13590,5.595,5.862,6.32,6.447,13267.14,13179.15,1.37,20892,,,  ,57.1,,,,,,,,,,
4,6.45,6.524,6.619,15508.76,70164.32,0.07,0.1,0.01,0.169,0.073,12558.2,12261,6.32,6.447,6.613,6.81,12558.2,11970.62,0.91,27811,,,  ,43.1,,,,,,,,,,
5,6.804,6.842,6.873,6164.41,14695.93,0.01,0.04,0,0.069,0.042,11370.5,13715,6.613,6.81,6.854,6.88,11370.5,11148.22,1.1,17415,,,  ,57.1,,,,,,,,,,
6,6.873,6.905,7.007,6466.2,24162.09,0.02,0.04,0,0.134,0.057,13715,10975,6.854,6.88,7.052,7.242,11148.22,10718.15,1.12,17512,,,  ,43.1,,,,,,,,,,
7,7.4,7.446,7.586,24320.13,78592.75,0.07,0.15,0.01,0.186,0.04,10197.96,10716,7.262,7.408,9.813,10.169,10197.96,9683.17,2.02,34390,,,  ,73,,,,,,,,,,
8,11.702,11.753,11.906,25889.72,81267.77,0.08,0.16,0.01,0.204,0.041,12304,11501,10.659,10.958,13.172,13.395,12304,11501,1.58,37993,,,  ,73,,,,,,,,,,
9,15.946,15.977,16.027,3824.91,8856.85,0.01,0.02,0,0.082,0.034,4941,4847.59,15.818,15.946,16.009,16.105,4833.66,4847.59,1.45,8664,,,  ,73,,,,,,,,,,
10,16.029,16.137,16.181,2244.98,9153.45,0.01,0.01,0,0.152,0.129,4849.16,4956,16.009,16.105,17.333,18.669,4849.16,4846.13,0.41,7092,,,  ,41,,,,,,,,,,
11,21.326,21.551,22.25,6577.38,186526.76,0.18,0.04,0.03,0.924,0.58,3559.74,4777,20.908,21.328,22.339,22.607,3559.74,4696.53,3.61,10413,,,  ,69,,,,,,,,,,
12,23.14,23.249,23.376,6215.37,48339.96,0.05,0.04,0.01,0.236,0.132,4202.37,4736,22.988,23.135,23.332,23.415,4202.37,4181.24,1.26,10408,,,  ,41.1,,,,,,,,,,
13,23.376,23.446,23.548,4015.36,22028.86,0.02,0.03,0,0.172,0.07,4736,3992,23.332,23.415,23.669,24.013,4031.78,3886.59,0.86,7988,,,  ,41.1,,,,,,,,,,
14,24.017,24.095,24.28,5431.47,41063.77,0.04,0.03,0.01,0.262,0.127,3888.31,4040,23.669,24.013,24.343,24.534,3888.31,3855.37,2.84,9310,,,  ,41.1,,,,,,,,,,
15,24.522,24.592,24.763,2513.05,19160.2,0.02,0.02,0,0.242,0.147,3613,3599,24.343,24.534,24.751,24.98,3613,3599,2.88,6122,,,  ,57.1,,,,,,,,,,
16,26.233,26.277,26.295,1737.62,3155.16,0,0.01,0,0.062,0.035,3031.19,3046.68,25.985,26.233,26.29,26.367,3031.19,3046.68,0.36,4780,,,  ,73.1,,,,,,,,,,
17,26.43,26.5,26.632,1996.45,11993.57,0.01,0.01,0,0.202,0.133,3003,3038.2,26.29,26.367,26.799,26.99,2979.05,3038.2,1.93,4996,,,  ,57.1,,,,,,,,,,
18,27.194,27.206,27.225,2223.96,1787.74,0,0.01,0,0.032,0.209,2619,2829,26.799,26.99,27.518,27.703,2619,2829,0.08,4927,,,  ,41.1,,,,,,,,,,
19,27.758,27.811,27.916,2654.87,11752.13,0.01,0.02,0,0.158,0.128,3066.19,3340.11,27.518,27.703,27.957,28.116,3066.19,3340.11,2.19,5812,,,  ,43.1,,,,,,,,,,
20,28.192,28.282,28.587,48178.31,307614.35,0.29,0.31,0.04,0.394,0.078,4318,5621,28.129,28.129,28.803,29.007,4094.99,4018.39,3.47,52256,,,  ,57.1,,,,,,,,,,
21,29.974,30.018,30.203,27223.57,134210.19,0.13,0.17,0.02,0.228,0.064,4632.88,5459,29.643,29.904,30.349,30.451,4632.88,5446.54,4,32013,,,  ,57.1,,,,,,,,,,
22,30.451,30.502,30.635,4982.07,27783.56,0.03,0.03,0,0.185,0.082,3410,3185,30.349,30.451,30.725,30.947,3410,3185,2.38,8330,,,  ,41,,,,,,,,,,
23,31.069,31.221,31.297,144589,910629.94,0.87,0.92,0.13,0.228,0.072,35890,74828,30.973,31.03,31.291,31.303,35890,35890,0.58,180479,,,  ,55.1,,,,,,,,,,
24,31.297,31.348,31.408,38622.93,136123.98,0.13,0.24,0.02,0.111,0.063,74828,48369.68,31.291,31.303,31.52,31.552,63831.72,48369.68,0.6,95360,,,  ,55.1,,,,,,,,,,
25,31.561,31.583,31.603,4406.34,5880.21,0.01,0.03,0,0.042,0.025,34566.42,33683.37,31.52,31.552,31.596,31.622,34566.42,33683.37,0.66,38499,,,  ,55.1,,,,,,,,,,
26,31.618,31.692,31.812,1814334.31,5362748.17,5.1,11.5,0.77,0.194,0.043,33147.92,47906,31.596,31.622,32.041,32.105,33147.92,25797.7,0.81,1844708,,,  ,57.1,,,,,,,,,,
27,32.11,32.143,32.205,6026.28,16929.65,0.02,0.04,0,0.094,0.049,17189.63,14576.55,32.041,32.105,32.194,32.232,17189.63,14576.55,1.14,22306,,,  ,57.1,,,,,,,,,,
28,32.229,32.277,32.353,18181.74,65894.1,0.06,0.12,0.01,0.125,0.054,14503.48,12264,32.194,32.232,32.519,32.703,14503.48,11884.22,1.28,31671,,,  ,57.1,,,,,,,,,,
29,32.779,32.862,33.033,12803.72,80318.61,0.08,0.08,0.01,0.254,0.094,7649,7429.39,32.722,32.786,33.117,33.174,7487.1,7429.39,1.89,20272,,,  ,57.1,,,,,,,,,,
30,33.174,33.218,33.244,7644.88,18929.73,0.02,0.05,0,0.069,0.047,7522.96,10936,33.117,33.174,33.237,33.257,7522.96,7529.53,0.99,15172,,,  ,57.1,,,,,,,,,,
31,33.244,33.307,33.435,201201.45,652797.77,0.62,1.27,0.09,0.191,0.048,10936,10041,33.237,33.257,33.416,33.447,7529.53,7547.58,1.4,208737,,,  ,57.1,,,,,,,,,,
32,33.435,33.505,33.734,116847.79,608209.81,0.58,0.74,0.09,0.299,0.07,10041,10371,33.416,33.447,33.702,33.746,7547.58,7575.88,2.8,124402,,,  ,57.1,,,,,,,,,,
33,33.734,33.785,33.971,6302.31,48473.07,0.05,0.04,0.01,0.238,0.164,10371,7598.36,33.702,33.746,33.963,34.033,7575.88,7598.36,2.14,13883,,,  ,57.1,,,,,,,,,,
34,34.026,34.077,34.128,6551.98,20250.61,0.02,0.04,0,0.102,0.049,7090,7346,33.963,34.033,34.147,34.255,7090,7346,1.07,13770,,,  ,41.1,,,,,,,,,,
35,34.261,34.294,34.313,7532.4,14081.48,0.01,0.05,0,0.052,0.033,7646.15,10260,34.147,34.255,34.306,34.325,7646.15,7659.51,1.06,15187,,,  ,57.1,,,,,,,,,,
36,34.313,34.37,34.389,52416.78,124668.54,0.12,0.33,0.02,0.076,0.046,10260,49642,34.306,34.325,34.383,34.395,7659.51,7679.12,0.63,60091,,,  ,43.1,,,,,,,,,,
37,34.389,34.446,34.516,379786.76,1224828.9,1.17,2.41,0.18,0.127,0.047,49642,39827,34.383,34.395,34.51,34.523,9674.13,11661.22,0.89,390355,,,  ,57.1,,,,,,,,,,
38,34.516,34.567,34.688,145994,496703.21,0.47,0.93,0.07,0.172,0.05,39827,12579,34.51,34.523,34.682,34.72,12239,12239,0.94,158233,,,  ,55.1,,,,,,,,,,
39,34.803,34.917,35.038,5728950.5,19270998.81,18.33,36.3,2.75,0.235,0.053,33871,42801,34.682,34.72,35.261,35.311,13059.92,14035.45,0.34,5742485,,,  ,57.1,,,,,,,,,,
40,35.312,35.394,35.547,158375.57,636060.1,0.61,1,0.09,0.235,0.055,15248.73,16306,35.261,35.311,35.541,35.611,15248.73,16050.19,1.24,173904,,,  ,57.1,,,,,,,,,,
41,35.604,35.636,35.692,9174.54,23389.64,0.02,0.06,0,0.088,0.038,15388,12263.23,35.541,35.611,35.712,35.789,15009.74,12263.23,0.41,23194,,,  ,57.1,,,,,,,,,,
42,35.791,35.827,35.89,9118.48,28400.2,0.03,0.06,0,0.1,0.055,10765.45,14062,35.712,35.789,35.865,35.916,10765.45,12808.64,3.19,20624,,,  ,57.1,,,,,,,,,,
43,35.916,35.979,36.06,27861.99,102614.35,0.1,0.18,0.01,0.143,0.057,15772.94,16707.25,35.865,35.916,36.056,36.088,15772.94,16707.25,1.18,44047,,,  ,57.1,,,,,,,,,,
44,36.091,36.139,36.235,8437.53,31005.8,0.03,0.05,0,0.144,0.051,18680.12,18559.7,36.056,36.088,36.247,36.285,18680.12,18559.7,1.26,27078,,,  ,57.1,,,,,,,,,,
45,36.313,36.38,36.516,740330.8,2208265.66,2.1,4.69,0.32,0.203,0.045,18494.34,18324.49,36.247,36.285,36.514,36.558,18494.34,18324.49,1.02,758769,,,  ,57.1,,,,,,,,,,
46,36.558,36.616,36.762,142644.3,600349.97,0.57,0.9,0.09,0.204,0.06,17507,16522,36.514,36.558,36.787,36.813,17413.15,16223.85,1.94,159723,,,  ,57.1,,,,,,,,,,
47,36.82,36.864,36.942,29073.74,92200.53,0.09,0.18,0.01,0.122,0.05,15887.41,15172.53,36.787,36.813,36.953,36.985,15887.41,15172.53,1.52,44703,,,  ,57.1,,,,,,,,,,
48,36.988,37.029,37.086,14549.53,43818.56,0.04,0.09,0.01,0.099,0.05,14229.32,14688,36.953,36.985,37.067,37.093,14229.32,13030.38,1.27,28274,,,  ,57,,,,,,,,,,
49,37.086,37.125,37.179,12980.54,36621.31,0.03,0.08,0.01,0.092,0.046,14688,11911.5,37.067,37.093,37.176,37.207,13030.38,11911.5,0.79,25548,,,  ,55.1,,,,,,,,,,
50,37.328,37.449,37.525,646383.26,2635021.31,2.51,4.1,0.38,0.197,0.048,31693,164374,37.176,37.207,37.519,37.532,22064.46,26783.75,0.99,671340,,,  ,57.1,,,,,,,,,,
51,37.525,37.57,37.669,387596.59,1281613.35,1.22,2.46,0.18,0.143,0.05,164374,30215.63,37.519,37.532,37.678,37.697,26783.75,30215.63,1.02,415446,,,  ,57.1,,,,,,,,,,
52,37.742,37.958,38.079,15080638.95,81720625.07,77.74,95.56,11.68,0.337,0.085,52420,111063,37.678,37.697,38.193,38.232,31959.7,40028.33,0.17,15117775,,,  ,57.1,,,,,,,,,,
53,38.232,38.302,38.455,681668.97,2816552.3,2.68,4.32,0.4,0.223,0.055,54840,49027.36,38.193,38.232,38.467,38.505,43682.36,49027.36,1.99,727026,,,  ,57.1,,,,,,,,,,
54,38.524,38.531,38.588,4342.29,15945.11,0.02,0.03,0,0.064,0.026,47287,31435,38.467,38.505,38.588,38.607,47287,31435,1.34,50047,,,  ,57.1,,,,,,,,,,
55,38.631,38.645,38.673,12069.4,15049.81,0.01,0.08,0,0.042,0.022,53250.77,54245.63,38.588,38.607,38.671,38.715,53250.77,54245.63,2.13,65647,,,  ,57.1,,,,,,,,,,
56,38.712,38.741,38.767,6415.69,12215.91,0.01,0.04,0,0.055,0.037,55837,51089.88,38.671,38.715,38.779,38.798,55837,51089.88,0.5,59773,,,  ,57.1,,,,,,,,,,
57,38.824,38.874,38.912,38187.74,113457.64,0.11,0.24,0.02,0.088,0.047,57854.06,68896,38.779,38.798,38.906,38.919,57854.06,59971.56,0.99,97246,,,  ,57.1,,,,,,,,,,
58,38.912,38.989,39.023,36664.42,141311.62,0.13,0.23,0.02,0.11,0.079,68896,62611.12,38.906,38.919,39.078,39.135,59971.56,62611.12,0.38,98463,,,  ,57.1,,,,,,,,,,
59,39.16,39.237,39.396,1091620.41,3434955.32,3.27,6.92,0.49,0.235,0.045,30194,30638,39.078,39.135,39.459,39.523,23245.75,23322.33,1.21,1114891,,,  ,57.1,,,,,,,,,,
60,39.524,39.568,39.606,9125,23706,0.02,0.06,0,0.082,0.047,23129,23289,39.459,39.523,39.593,39.625,23129,23129,0.85,32254,,,  ,69.1,,,,,,,,,,
61,39.624,39.669,39.776,39749.58,160431.94,0.15,0.25,0.02,0.152,0.053,24900.48,26889.08,39.593,39.625,39.771,39.828,24900.48,26889.08,2.52,65246,,,  ,57.1,,,,,,,,,,
62,39.822,39.892,39.924,53641.75,176312.61,0.17,0.34,0.03,0.102,0.061,27475,58764,39.771,39.828,39.918,39.924,27199.25,27199.25,0.64,80841,,,  ,55.1,,,,,,,,,,
63,39.924,39.975,40.026,167434.75,584568.31,0.56,1.06,0.08,0.102,0.054,58764,61479,39.918,39.924,40.026,40.032,27199.25,27199.25,1,194634,,,  ,55.1,,,,,,,,,,
64,40.026,40.089,40.14,221424.75,940844.56,0.89,1.4,0.13,0.115,0.087,61479,146648,40.026,40.032,40.128,40.147,27199.25,27199.25,0.9,248624,,,  ,55.1,,,,,,,,,,
65,40.153,40.35,40.496,4901700.75,26311866.62,25.03,31.06,3.76,0.344,0.051,174302,95555,40.128,40.147,40.484,40.503,27199.25,27199.25,0.31,4928900,,,  ,57.1,,,,,,,,,,
66,40.496,40.719,40.834,15655263.99,88714090.07,84.39,99.2,12.68,0.337,0.088,95555,195133,40.484,40.503,40.955,40.967,34676.15,38295.1,0.21,15692330,,,  ,57.1,,,,,,,,,,
67,40.961,41.018,41.132,589203.25,2308381.03,2.2,3.73,0.33,0.171,0.058,111630,73778.06,40.955,40.967,41.158,41.196,79782.74,73778.06,1.76,666981,,,  ,57.1,,,,,,,,,,
68,41.22,41.304,41.33,63978.96,195678.6,0.19,0.41,0.03,0.11,0.056,70698.36,117441,41.158,41.196,41.324,41.336,70698.36,66860.32,0.53,131730,,,  ,57.1,,,,,,,,,,
69,41.33,41.394,41.47,152095.23,698219.19,0.66,0.96,0.1,0.14,0.068,117441,88974,41.324,41.336,41.464,41.495,66860.32,61958.45,1.45,216727,,,  ,57.1,,,,,,,,,,
70,41.47,41.591,41.805,409936.09,3320540.48,3.16,2.6,0.47,0.335,0.129,88974,50238.08,41.464,41.495,41.807,41.839,61958.45,50238.08,1.71,467661,,,  ,57.1,,,,,,,,,,
71,41.842,41.909,42.062,512344.62,1657658.11,1.58,3.25,0.24,0.22,0.046,49503.1,42311,41.807,41.839,42.163,42.259,49503.1,40214.73,1.34,559014,,,  ,57.1,,,,,,,,,,
72,42.252,42.31,42.373,22837.5,91918.81,0.09,0.14,0.01,0.121,0.067,32615,37303,42.163,42.259,42.361,42.38,32348.5,32348.5,1.44,55186,,,  ,57.1,,,,,,,,,,
73,42.418,42.558,42.59,1062917.5,4463421.25,4.25,6.74,0.64,0.172,0.062,61092,902767,42.361,42.38,42.583,42.59,32348.5,32348.5,0.32,1095266,,,  ,55.1,,,,,,,,,,
74,42.59,42.666,42.717,4331045.5,17095971.9,16.26,27.44,2.44,0.127,0.057,902767,759536,42.583,42.59,42.717,42.723,32348.5,32348.5,0.69,4363394,,,  ,55.1,,,,,,,,,,
75,42.717,42.749,42.793,1134894.5,4364676.4,4.15,7.19,0.62,0.076,0.083,759536,849708,42.717,42.723,42.787,42.8,32348.5,32348.5,1.6,1167243,,,  ,55.1,,,,,,,,,,
76,42.793,42.978,43.009,14962268.07,93203640.69,88.66,94.81,13.32,0.216,0.102,849708,5925332,42.787,42.8,43.003,43.009,82730.45,100480.94,0.22,15060138,,,  ,97.1,,,,,,,,,,
77,43.009,43.06,43.149,12030327.67,42465244.62,40.39,76.23,6.07,0.14,0.065,5925332,418928,43.003,43.009,43.143,43.156,178272.33,178272.33,0.61,12208600,,,  ,97.1,,,,,,,,,,
78,43.149,43.277,43.398,9658755.67,39542619.4,37.61,61.2,5.65,0.248,0.061,418928,276750,43.143,43.156,43.41,43.429,178272.33,178272.33,0.32,9837028,,,  ,57.1,,,,,,,,,,
79,43.423,43.442,43.493,100628.67,251663.78,0.24,0.64,0.04,0.07,0.054,256673,186133,43.41,43.429,43.48,43.499,178272.33,178272.33,1.5,278901,,,  ,57.1,,,,,,,,,,
80,43.493,43.569,43.626,287084.67,1017989.24,0.97,1.82,0.15,0.133,0.054,186133,178272.33,43.48,43.499,43.671,43.722,178272.33,178272.33,0.84,465357,,,  ,57.1,,,,,,,,,,
81,43.746,43.805,43.837,380062.97,1197641.22,1.14,2.41,0.17,0.091,0.064,130157.07,398544,43.671,43.722,43.83,43.843,130157.07,150504.85,0.92,523424,,,  ,43.1,,,,,,,,,,
82,43.837,43.881,43.951,423965.67,1482294.55,1.41,2.69,0.21,0.114,0.073,398544,178272.33,43.83,43.843,43.945,43.976,178272.33,178272.33,0.89,602238,,,  ,55.1,,,,,,,,,,
