 + TIC Scan DR_328.D ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
56,36.986,37.029,37.087,10916.21,35990.15,0.05,0.08,0.01,0.101,0.056,12496.64,13631,36.947,36.991,37.067,37.099,12496.64,11806.03,1.77,23114,,,  ,55.1,,,,,,,,,,
57,37.087,37.131,37.174,11839.63,32567.42,0.04,0.09,0.01,0.088,0.046,13631,11204.41,37.067,37.099,37.169,37.207,11806.03,11204.41,0.61,23341,,,  ,55,,,,,,,,,,
58,37.335,37.449,37.525,613840.72,2453159.48,3.26,4.56,0.48,0.191,0.05,36433,159774,37.169,37.207,37.519,37.525,24771.24,35427.35,0.93,645006,,,  ,57.1,,,,,,,,,,
59,37.525,37.564,37.641,396367.69,1242614.68,1.65,2.94,0.24,0.116,0.048,159774,41898.43,37.519,37.525,37.678,37.704,35427.35,41898.43,1.21,433927,,,  ,57.1,,,,,,,,,,
60,37.742,37.933,38.015,11997818.97,55020362.52,73.03,89.11,10.69,0.274,0.069,51341,121969,37.678,37.704,38.181,38.225,32964.81,39846.94,0.17,12035585,,,  ,57.1,,,,,,,,,,
61,38.221,38.295,38.463,570491.72,2307055.19,3.06,4.24,0.45,0.242,0.054,43134.71,36913.04,38.181,38.225,38.467,38.493,43134.71,36913.04,2,611722,,,  ,57.1,,,,,,,,,,
62,38.496,38.537,38.571,11023.99,26787.58,0.04,0.08,0.01,0.075,0.044,36077.32,34154.27,38.467,38.493,38.582,38.607,36077.32,34154.27,0.71,46049,,,  ,57.1,,,,,,,,,,
63,38.616,38.652,38.683,16584.41,45968.61,0.06,0.12,0.01,0.067,0.097,32987.71,41656,38.582,38.607,38.664,38.722,32987.71,31268.91,2.05,48670,,,  ,57.1,,,,,,,,,,
64,38.683,38.734,38.792,18630.59,82707.54,0.11,0.14,0.02,0.108,0.108,41656,34410,38.664,38.722,38.779,38.804,31268.91,28492.91,1,48593,,,  ,57.1,,,,,,,,,,
65,38.817,38.874,38.912,37016,116602.37,0.15,0.27,0.02,0.096,0.052,44088,59506,38.779,38.804,38.906,38.925,44088,44088,1.02,81104,,,  ,57.1,,,,,,,,,,
66,38.912,38.995,39.082,59849.71,334302.98,0.44,0.44,0.06,0.17,0.117,59506,21339.75,38.906,38.925,39.084,39.141,25629.78,21339.75,0.63,83392,,,  ,57.1,,,,,,,,,,
67,39.161,39.231,39.428,735022.26,2333486.7,3.1,5.46,0.45,0.267,0.045,26969,22520,39.084,39.141,39.447,39.523,21054.6,20974.96,1.53,756056,,,  ,57.1,,,,,,,,,,
68,39.523,39.568,39.615,24385.43,65000.59,0.09,0.18,0.01,0.091,0.044,21040.53,24602.72,39.447,39.523,39.606,39.625,21040.53,24602.72,1.07,47156,,,  ,69.1,,,,,,,,,,
69,39.619,39.669,39.767,31218.41,131934.08,0.18,0.23,0.03,0.148,0.056,24047,22135.14,39.606,39.625,39.765,39.797,20825.37,22135.14,1.91,52493,,,  ,57.1,,,,,,,,,,
70,39.849,39.879,39.918,35022,95351.66,0.13,0.26,0.02,0.068,0.059,30143,48276,39.765,39.797,39.911,39.924,30143,30143,1.69,65165,,,  ,55.1,,,,,,,,,,
71,39.918,39.975,40.026,128949,427826.72,0.57,0.96,0.08,0.108,0.05,48276,56320,39.911,39.924,40.019,40.032,30143,30143,0.9,159092,,,  ,55.1,,,,,,,,,,
72,40.026,40.083,40.134,285201,1032951.23,1.37,2.12,0.2,0.108,0.06,56320,143275,40.019,40.032,40.128,40.14,30143,30143,1.12,315344,,,  ,55.1,,,,,,,,,,
73,40.134,40.268,40.287,1475034,7209678.61,9.57,10.95,1.4,0.153,0.09,143275,1455297,40.128,40.14,40.287,40.293,30143,30143,0.22,1505177,,,  ,57.1,,,,,,,,,,
74,40.287,40.344,40.465,3877050,14609827.1,19.39,28.79,2.84,0.178,0.055,1455297,104306,40.287,40.293,40.484,40.497,30143,30143,0.92,3907193,,,  ,57.1,,,,,,,,,,
75,40.503,40.694,40.815,13387915.02,65387866.35,86.79,99.43,12.7,0.312,0.077,90664,150313,40.484,40.497,40.942,40.955,41968.98,46818.36,0.24,13432853,,,  ,57.1,,,,,,,,,,
76,40.948,41.012,41.148,429822.77,1822149.42,2.42,3.19,0.35,0.2,0.062,91930,55007.27,40.942,40.955,41.152,41.203,58812.92,55007.27,1.6,487424,,,  ,57.1,,,,,,,,,,
77,41.207,41.298,41.324,50744.35,167011.1,0.22,0.38,0.03,0.116,0.066,54375.54,93001,41.152,41.203,41.311,41.336,54375.54,51914.83,0.49,103197,,,  ,57.1,,,,,,,,,,
78,41.324,41.381,41.476,129518.99,591202.04,0.78,0.96,0.11,0.153,0.062,93001,73948,41.311,41.336,41.451,41.483,51914.83,48688.28,1.45,180224,,,  ,57.1,,,,,,,,,,
79,41.476,41.597,41.813,338326.27,2790311.77,3.7,2.51,0.54,0.337,0.128,73948,41891,41.451,41.483,41.807,41.839,48688.28,41562.81,1.34,384460,,,  ,57.1,,,,,,,,,,
80,41.839,41.903,42.087,320068.05,1100591.56,1.46,2.38,0.21,0.248,0.048,41545,33260,41.807,41.839,42.157,42.246,39490.47,33064.85,1.56,357911,,,  ,57.1,,,,,,,,,,
81,42.251,42.303,42.373,14547.11,56865.81,0.08,0.11,0.01,0.122,0.06,28237.7,29816,42.157,42.246,42.342,42.386,28237.7,27359.86,1.68,42409,,,  ,57.1,,,,,,,,,,
82,42.411,42.551,42.583,819773.21,3338133.33,4.43,6.09,0.65,0.172,0.067,46010,660197,42.342,42.386,42.583,42.59,29741.37,31675.94,0.39,851091,,,  ,55.1,,,,,,,,,,
83,42.583,42.666,42.711,3565912.43,14053150.94,18.65,26.48,2.73,0.127,0.058,660197,653583,42.583,42.59,42.711,42.717,31675.94,33109.14,0.62,3598520,,,  ,55.1,,,,,,,,,,
84,42.711,42.742,42.787,958327.71,3793221.83,5.03,7.12,0.74,0.076,0.083,653583,814563,42.711,42.717,42.774,42.793,33109.14,33968.86,1.6,991795,,,  ,55.1,,,,,,,,,,
85,42.787,42.959,42.984,13464682.6,72967703.16,96.85,100,14.17,0.197,0.088,814563,4591480,42.774,42.793,42.984,42.99,75357.24,96296.79,0.24,13558279,,,  ,97.1,,,,,,,,,,
86,42.984,43.041,43.137,10998065.04,37043565.91,49.17,81.68,7.2,0.153,0.055,4591480,314825,42.984,42.99,43.137,43.143,154486.06,153131.23,0.56,11152043,,,  ,97.1,,,,,,,,,,
87,43.137,43.251,43.372,7441837.82,26973796.73,35.8,55.27,5.24,0.235,0.054,314825,206020,43.137,43.143,43.391,43.41,153131.23,151042.79,0.39,7593953,,,  ,57.1,,,,,,,,,,
88,43.404,43.436,43.479,58971.65,162314.27,0.22,0.44,0.03,0.075,0.064,192853,150094.02,43.391,43.41,43.468,43.493,150760.5,150094.02,0.69,209450,,,  ,57.1,,,,,,,,,,
89,43.49,43.557,43.615,189395.18,617542.63,0.82,1.41,0.12,0.125,0.053,149998.5,148887.15,43.468,43.493,43.658,43.716,149998.5,148887.15,1.03,338801,,,  ,57.1,,,,,,,,,,
90,43.755,43.798,43.83,247996.11,755022.82,1,1.84,0.15,0.075,0.064,147643.23,310402,43.658,43.716,43.824,43.837,147643.23,146978.6,0.98,395257,,,  ,43.1,,,,,,,,,,
91,43.83,43.868,43.951,321277.04,1081406.96,1.44,2.39,0.21,0.121,0.07,310402,146254,43.824,43.837,43.938,43.977,146978.6,145906.06,1.16,467917,,,  ,55.1,,,,,,,,,,
92,43.989,44.11,44.208,370984.11,1997773.95,2.65,2.76,0.39,0.218,0.082,154943,143629.98,43.938,43.977,44.314,44.365,145567.43,143629.98,1.08,515479,,,  ,57.1,,,,,,,,,,
93,44.352,44.416,44.476,49579.57,175072.55,0.23,0.37,0.03,0.124,0.057,68699,57927.87,44.314,44.365,44.505,44.575,65531.05,57927.87,0.43,111225,,,  ,57.1,,,,,,,,,,
94,44.575,44.606,44.632,7968.48,16084.05,0.02,0.06,0,0.057,0.04,51909.91,50526,44.505,44.575,44.613,44.695,51909.91,48434.09,0.63,57956,,,  ,43.1,,,,,,,,,,
95,44.632,44.753,44.816,15886.89,84994.95,0.11,0.12,0.02,0.185,0.073,50526,51121,44.613,44.695,44.816,44.854,49411.79,50280.72,0.53,65868,,,  ,57.1,,,,,,,,,,
96,44.931,45.103,45.153,7303257.5,32839236.09,43.59,54.24,6.38,0.223,0.061,171554,1313428,44.816,44.854,45.147,45.153,48915.5,48915.5,0.44,7352173,,,  ,55.1,,,,,,,,,,
97,45.153,45.179,45.217,1550013.5,4978495.55,6.61,11.51,0.97,0.064,0.076,1313428,934755,45.147,45.153,45.211,45.223,48915.5,48915.5,1.4,1598929,,,  ,55.1,,,,,,,,,,
98,45.217,45.421,45.542,13054083.73,75340434.34,100,96.95,14.63,0.324,0.073,934755,371702,45.211,45.223,45.554,45.573,114794.64,149705.57,0.3,13190784,,,  ,97.1,,,,,,,,,,
99,45.567,45.612,45.678,511564.41,1563115.37,2.07,3.8,0.3,0.111,0.046,335618,233735.7,45.554,45.573,45.739,45.86,258984.19,233735.7,0.86,760425,,,  ,57.1,,,,,,,,,,
100,45.891,45.942,46.003,118204.77,371155.25,0.49,0.88,0.07,0.111,0.05,186812,159977.82,45.739,45.86,46.063,46.114,185224.36,159977.82,0.59,291862,,,  ,57.1,,,,,,,,,,
101,46.116,46.21,46.306,163121.02,724285.8,0.96,1.21,0.14,0.19,0.066,136841.46,178781.68,46.063,46.114,46.299,46.337,136841.46,178781.68,2.22,320588,,,  ,55.1,,,,,,,,,,
102,46.363,46.744,47.105,1070070.13,15728216.41,20.88,7.95,3.06,0.742,0.224,212048.28,173585.98,46.299,46.337,47.196,47.228,212048.28,173585.98,0.52,1262390,,,  ,257.2,,,,,,,,,,
103,47.244,47.342,47.488,972970.56,4881008.1,6.48,7.23,0.95,0.245,0.059,161555.07,239408,47.196,47.228,47.476,47.507,161555.07,146479.75,1.96,1128472,,,  ,55.1,,,,,,,,,,
104,47.488,47.565,47.603,380586.36,1563886.29,2.08,2.83,0.3,0.115,0.073,239408,386940,47.476,47.507,47.596,47.609,146479.75,139419.6,0.5,522359,,,  ,57.1,,,,,,,,,,
105,47.603,47.628,47.775,304855.43,1261416.74,1.67,2.26,0.25,0.172,0.068,386940,129928,47.596,47.609,48.035,48.156,139419.6,128829.9,2.77,442706,,,  ,57.1,,,,,,,,,,
106,48.15,48.201,48.347,24087.95,154014.05,0.2,0.18,0.03,0.197,0.093,87693.91,85588,48.035,48.156,48.309,48.411,87693.91,81922.19,2.32,110303,,,  ,57.1,,,,,,,,,,
107,48.347,48.462,48.742,15620.3,175991.77,0.23,0.12,0.03,0.394,0.177,85588,71235,48.309,48.411,48.926,49.066,81922.19,70351.01,0.75,94183,,,  ,207,,,,,,,,,,
108,49.661,49.715,49.874,31526.06,163097.57,0.22,0.23,0.03,0.213,0.076,65228.75,67081,49.531,49.645,49.874,49.963,65228.75,66350.32,2.17,97040,,,  ,207,,,,,,,,,,
109,50.816,50.841,50.909,5633.69,16349.32,0.02,0.04,0,0.093,0.064,54878,54436.46,50.631,50.797,50.968,51.076,54520.05,54436.46,2.62,60131,,,  ,207,,,,,,,,,,
110,51.083,51.159,51.401,34489.05,222974.08,0.3,0.26,0.04,0.318,0.088,54438,54494,50.968,51.076,51.293,51.465,53930.16,54045.97,1.92,88447,,,  ,207,,,,,,,,,,
111,51.414,51.477,51.556,7451.46,27621.92,0.04,0.06,0.01,0.143,0.12,52970,51898.79,51.293,51.465,51.56,51.802,52750.24,51898.79,0.4,59822,,,  ,207,,,,,,,,,,
112,51.854,52.024,52.177,9869.62,86941.89,0.12,0.07,0.02,0.323,0.164,49900.94,48242,51.56,51.802,52.444,52.877,49900.94,47942.94,0.45,58737,,,  ,207,,,,,,,,,,
113,53.045,53.5,53.971,119737.66,3281319.77,4.36,0.89,0.64,0.927,0.436,56924.58,98229,52.444,52.877,53.92,54.054,56924.58,73333.51,1.67,184734,,,  ,257.2,,,,,,,,,,
114,53.971,54.219,54.436,65265.56,1140265.85,1.51,0.48,0.22,0.464,0.286,98229,96187,53.92,54.054,54.417,54.461,73333.51,81557.92,0.81,142993,,,  ,57.1,,,,,,,,,,
115,54.436,54.576,54.764,114636.39,963049.72,1.28,0.85,0.19,0.328,0.119,96187,87366.75,54.417,54.461,54.792,54.881,81557.92,87366.75,0.98,198673,,,  ,55.1,,,,,,,,,,
116,54.864,55.345,56.071,552377.85,11680518.98,15.5,4.1,2.27,1.207,0.269,81911.92,101331,54.792,54.881,56.987,57.209,81911.92,78678.61,1.09,633000,,,  ,257.2,,,,,,,,,,
117,57.248,57.667,57.992,37994.5,996691.25,1.32,0.28,0.19,0.744,0.485,77321,85614,56.987,57.209,57.967,57.992,76349.5,76349.5,0.85,114344,,,  ,257.2,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 + TIC Scan DR_351.D ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Peak ,Start,RT,End,Height,Area,Area %,Height %,Area Sum %,Width,FWHM,Start Y,End Y,B1 Start,B1 End,B2 Start,B2 End,Start BL Y,End BL Y,Symmetry,Max Y,SNR,Height % (Norm),Baseline,Base Peak,k',Label,Cpd,Type,Plates,Plates/M,Resolution,Saturated,Tailing factor,Flags (Tgt)
1,4.093,4.125,4.22,66375.94,191389.03,0.17,0.4,0.03,0.127,0.041,54743,38479,4.093,4.099,4.564,4.659,44066.2,38152.07,1.7,108964,,,  ,281,,,,,,,,,,
2,4.646,4.691,4.767,5186.14,16051.47,0.01,0.03,0,0.121,0.058,19379.43,19229,4.564,4.659,4.869,5.175,19379.43,18641.92,1.68,24292,,,  ,57.1,,,,,,,,,,
3,5.143,5.206,5.41,4371.41,34746.48,0.03,0.03,0,0.267,0.421,15427,13245,4.869,5.175,5.531,5.792,15427,13115.19,0.41,19248,,,  ,57.1,,,,,,,,,,
4,5.792,5.824,5.964,3767.1,20263.83,0.02,0.02,0,0.172,0.199,13987,14452,5.531,5.792,5.944,6.053,13434.27,14091.27,5.08,17323,,,  ,57.1,,,,,,,,,,
5,6.053,6.116,6.237,13160.17,72437.95,0.06,0.08,0.01,0.185,0.094,13651,13636,5.944,6.053,6.301,6.447,13651,13636,1.88,26806,,,  ,43.1,,,,,,,,,,
6,6.434,6.511,6.625,28308.42,131192.61,0.11,0.17,0.02,0.191,0.071,12680,12728,6.301,6.447,6.619,6.803,12636.14,12429.75,1.22,40862,,,  ,43.1,,,,,,,,,,
7,6.801,6.835,6.867,12315.23,29374.84,0.03,0.07,0,0.066,0.04,12103.8,16160,6.619,6.803,6.854,6.88,12103.8,11921.33,1.47,24324,,,  ,43.1,,,,,,,,,,
8,6.867,6.905,7.003,13979.57,47245.7,0.04,0.08,0.01,0.136,0.047,16160,11546.82,6.854,6.88,7.001,7.21,11921.33,11546.82,1.45,25796,,,  ,43.1,,,,,,,,,,
9,7.389,7.446,7.592,31390.94,108289.45,0.09,0.19,0.01,0.204,0.043,10868,11318,7.001,7.21,7.777,9.106,10185.84,9375.84,2.28,41349,,,  ,73.1,,,,,,,,,,
10,9.011,9.176,9.488,3208.96,48880.37,0.04,0.02,0.01,0.477,1.694,6599,6902,7.777,9.106,9.749,10.124,6599,6902,0.22,9913,,,  ,41.1,,,,,,,,,,
11,11.689,11.759,11.874,30243.25,94490.28,0.08,0.18,0.01,0.185,0.043,12637,12516,10.468,10.945,14.616,15.939,12637,11505.35,1.2,42451,,,  ,341,,,,,,,,,,
12,15.939,15.971,16.028,5945.64,14869.39,0.01,0.04,0,0.089,0.133,4922,5811,14.616,15.939,17.262,18.528,4590.29,5811,8.51,10972,,,  ,73,,,,,,,,,,
13,19.863,19.922,20.004,4262.04,19735.86,0.02,0.03,0,0.141,0.072,3932.33,4407,18.694,19.864,19.96,20.132,3932.33,4144.03,1.49,8282,,,  ,73,,,,,,,,,,
14,21.29,21.436,22.18,5894.35,148518.49,0.13,0.04,0.02,0.891,0.553,3015,3585,20.901,21.315,22.619,22.81,3015,3585,5.92,9003,,,  ,69,,,,,,,,,,
15,22.797,22.823,22.905,1577.28,5622.35,0,0.01,0,0.108,0.203,3292,3279,22.619,22.81,22.848,23.096,3292,3120.81,0.4,4829,,,  ,41,,,,,,,,,,
16,23.096,23.166,23.211,10699.09,47456.6,0.04,0.06,0.01,0.115,0.085,3874.69,8729,22.848,23.096,23.192,23.236,3874.69,3803.22,1.09,14530,,,  ,43.1,,,,,,,,,,
17,23.211,23.249,23.37,7502.52,39830.41,0.03,0.04,0.01,0.159,0.101,8729,4205,23.192,23.236,23.325,23.389,3803.22,3704.3,1.65,11282,,,  ,73,,,,,,,,,,
18,23.37,23.421,23.529,5928.36,26411.64,0.02,0.04,0,0.159,0.068,4205,3774,23.325,23.389,23.548,23.942,3704.3,3605.38,1.76,9601,,,  ,41.1,,,,,,,,,,
19,23.949,24.012,24.426,67211.34,513521.54,0.44,0.4,0.07,0.477,0.09,4057.16,7065,23.548,23.942,25.24,26.226,4057.16,3835.55,5.63,71239,,,  ,55.1,,,,,,,,,,
20,26.207,26.258,26.303,3768.89,10453.32,0.01,0.02,0,0.095,0.038,3280,2993,25.24,26.226,26.29,26.436,2421.06,2993,1.37,6495,,,  ,73.1,,,,,,,,,,
21,27.041,27.079,27.104,1664.12,3764.13,0,0.01,0,0.064,0.095,3062,3339,26.646,26.983,27.289,27.715,2956.29,2940.61,0.4,4611,,,  ,41,,,,,,,,,,
22,27.736,27.798,27.906,3815.65,18595.78,0.02,0.02,0,0.17,0.132,3566.7,4536,27.289,27.715,27.83,28.122,3566.7,4211.32,6.63,7617,,,  ,41.1,,,,,,,,,,
23,28.199,28.262,28.453,43319.21,199173.48,0.17,0.26,0.03,0.254,0.059,7029,7589.12,27.83,28.122,28.669,29.013,6235.81,7589.12,3.06,49894,,,  ,57.1,,,,,,,,,,
24,29.007,29.032,29.073,3088.4,6826.4,0.01,0.02,0,0.067,0.375,3643,3279,28.669,29.013,29.077,29.446,3568.83,3279,0.1,6547,,,  ,73,,,,,,,,,,
25,29.484,29.554,29.668,2798.67,15576.34,0.01,0.02,0,0.185,0.13,3479,3524,29.077,29.446,29.636,29.891,3270.19,3426.09,1.62,6128,,,  ,41.1,,,,,,,,,,
26,29.923,30.005,30.285,57150.85,321614.34,0.28,0.34,0.04,0.363,0.072,3860,4389,29.636,29.891,30.279,30.419,3506.26,4102.12,2.66,60793,,,  ,57.1,,,,,,,,,,
27,30.411,30.463,30.519,6897.3,23255.12,0.02,0.04,0,0.108,0.054,4100.04,4376.2,30.279,30.419,30.54,30.603,4100.04,4376.2,1.21,11132,,,  ,57,,,,,,,,,,
28,30.924,30.992,31.157,1479902.28,7891120.06,6.82,8.85,1.04,0.233,0.069,6798.32,245663,30.616,30.902,31.157,31.163,6798.32,36097.12,4,1495160,,,  ,55.1,,,,,,,,S,,
29,31.157,31.189,31.456,207279.64,1380535.92,1.19,1.24,0.18,0.299,0.072,245663,74008,31.157,31.163,31.494,31.558,92316.53,71827.06,5.29,297416,,,  ,55.1,,,,,,,,,,
30,31.554,31.57,31.598,6446.71,11020.42,0.01,0.04,0,0.044,0.029,64890.01,61637.59,31.494,31.558,31.59,31.615,64890.01,61637.59,1.06,70111,,,  ,55.1,,,,,,,,,,
31,31.61,31.685,31.806,1825651.8,5071603.84,4.38,10.92,0.67,0.196,0.042,60751.15,52525,31.59,31.615,32.009,32.092,60751.15,46281.98,0.74,1880860,,,  ,57.1,,,,,,,,,,
32,32.09,32.118,32.175,7775.81,23454.47,0.02,0.05,0,0.085,0.05,27847.36,25265,32.009,32.092,32.181,32.232,27847.36,24508.04,1.63,34546,,,  ,55.1,,,,,,,,,,
33,32.215,32.27,32.334,21626.82,72012.08,0.06,0.13,0.01,0.119,0.057,22508.86,18576.82,32.181,32.232,32.55,32.792,22508.86,18576.82,0.9,42304,,,  ,57.1,,,,,,,,,,
34,32.788,32.856,32.952,10421.63,45804.27,0.04,0.06,0.01,0.163,0.062,11956.42,11614.01,32.55,32.792,32.926,33.027,11956.42,11614.01,1.4,22237,,,  ,57.1,,,,,,,,,,
35,33.017,33.059,33.129,8595.67,32650.65,0.03,0.05,0,0.112,0.059,11658.23,10971,32.926,33.027,33.123,33.186,11658.23,10605.62,1.73,19860,,,  ,82.1,,,,,,,,,,
36,33.186,33.218,33.244,7354.46,13347.42,0.01,0.04,0,0.057,0.032,12364,13531,33.123,33.186,33.231,33.25,12012.81,11965.52,1.06,19341,,,  ,55.1,,,,,,,,,,
37,33.244,33.301,33.447,221192.76,668650.25,0.58,1.32,0.09,0.204,0.045,13531,12076,33.231,33.25,33.415,33.454,11965.52,11797.39,1.38,233111,,,  ,57.1,,,,,,,,,,
38,33.454,33.505,33.683,77812.89,365978.44,0.32,0.47,0.05,0.229,0.065,12161,11849,33.415,33.454,33.683,33.753,11792.13,11603,3.07,89563,,,  ,57.1,,,,,,,,,,
39,33.742,33.784,33.88,4733.35,19220.59,0.02,0.03,0,0.137,0.043,11015.8,10821,33.683,33.753,33.963,34.033,11015.8,10406.43,2.44,15563,,,  ,55,,,,,,,,,,
40,34.022,34.071,34.138,6623.66,20872.23,0.02,0.04,0,0.116,0.047,8694.31,8299.5,33.963,34.033,34.122,34.262,8694.31,8299.5,1.59,15151,,,  ,55.1,,,,,,,,,,
41,34.251,34.293,34.319,8228.5,19601.51,0.02,0.05,0,0.068,0.04,8020.5,11797,34.122,34.262,34.306,34.325,8020.5,8020.5,0.96,16249,,,  ,57,,,,,,,,,,
42,34.319,34.37,34.389,53318.5,135651.69,0.12,0.32,0.02,0.07,0.049,11797,50361,34.306,34.325,34.376,34.395,8020.5,8020.5,0.59,61339,,,  ,43.1,,,,,,,,,,
43,34.389,34.44,34.516,390866.97,1271621.91,1.1,2.34,0.17,0.127,0.048,50361,41380,34.376,34.395,34.503,34.522,11774.23,15110.79,1.18,403976,,,  ,57.1,,,,,,,,,,
44,34.516,34.561,34.65,150995.13,467640.21,0.4,0.9,0.06,0.134,0.046,41380,18496,34.503,34.522,34.669,34.745,23787.34,18099.35,0.87,172886,,,  ,55.1,,,,,,,,,,
45,34.802,34.917,35.038,5966690.92,20086724.67,17.36,35.69,2.65,0.235,0.053,38323,41377,34.669,34.745,35.241,35.311,15705.45,15665.63,0.32,5982377,,,  ,57.1,,,,,,,,,,
46,35.325,35.394,35.54,178987.4,661734.34,0.57,1.07,0.09,0.215,0.051,22995.36,17808,35.241,35.311,35.54,35.61,22995.36,16859.01,1.25,200025,,,  ,57.1,,,,,,,,,,
47,35.598,35.642,35.689,10846.45,27610.37,0.02,0.06,0,0.091,0.044,15645,13743.51,35.54,35.61,35.706,35.795,15317.13,13743.51,0.33,25395,,,  ,57.1,,,,,,,,,,
48,35.797,35.827,35.871,6542.29,15663.52,0.01,0.04,0,0.074,0.048,13121.3,15215,35.706,35.795,35.858,35.916,13121.3,14951.25,2.42,20391,,,  ,57.1,,,,,,,,,,
49,35.916,35.979,36.043,25534.81,89362.57,0.08,0.15,0.01,0.127,0.053,16422,19197.98,35.858,35.916,36.043,36.081,16054.2,19197.98,1.24,43164,,,  ,57.1,,,,,,,,,,
50,36.086,36.151,36.189,9406.48,30370.11,0.03,0.06,0,0.103,0.059,20091.86,20305,36.043,36.081,36.183,36.208,20091.86,19660.2,0.61,29226,,,  ,57.1,,,,,,,,,,
51,36.189,36.227,36.26,6014.19,12801.17,0.01,0.04,0,0.07,0.032,20305,19365.99,36.183,36.208,36.259,36.31,19660.2,19365.99,0.68,25515,,,  ,57.1,,,,,,,,,,
52,36.31,36.38,36.501,716021.43,2041152.55,1.76,4.28,0.27,0.191,0.041,20522,20890,36.259,36.31,36.507,36.565,18943.48,17179.15,0.94,734318,,,  ,57.1,,,,,,,,,,
53,36.56,36.616,36.761,104827.26,437380.25,0.38,0.63,0.06,0.201,0.06,16913.2,15307.86,36.507,36.565,36.762,36.819,16913.2,15307.86,2.26,121298,,,  ,57.1,,,,,,,,,,
54,36.819,36.857,36.965,29700.26,109946.81,0.1,0.18,0.01,0.147,0.056,14719.38,13256,36.762,36.819,36.953,36.991,14719.38,13190.7,2.31,44018,,,  ,57.1,,,,,,,,,,
55,36.972,37.035,37.086,17061,52803.84,0.05,0.1,0.01,0.115,0.048,13452,15357,36.953,36.991,37.067,37.099,13042,13042,1.46,30103,,,  ,57,,,,,,,,,,
56,37.086,37.124,37.175,11340.81,33150.93,0.03,0.07,0,0.089,0.046,15357,12300.6,37.067,37.099,37.169,37.214,12850.52,12300.6,0.78,23955,,,  ,43.1,,,,,,,,,,
57,37.328,37.449,37.519,739774,3018873.29,2.61,4.43,0.4,0.191,0.05,34098,175762,37.169,37.214,37.513,37.525,13042,13042,0.86,752816,,,  ,57.1,,,,,,,,,,
58,37.519,37.563,37.684,418669,1562520.08,1.35,2.5,0.21,0.165,0.053,175762,26919,37.513,37.525,37.665,37.703,13042,13042,1.36,431711,,,  ,57.1,,,,,,,,,,
59,37.742,37.939,38.06,13879269.01,68203966.9,58.96,83.03,8.99,0.318,0.076,54963,114172,37.665,37.703,38.181,38.231,16846.42,18192.54,0.21,13896950,,,  ,57.1,,,,,,,,,,
60,38.225,38.301,38.499,740865,3263350.71,2.82,4.43,0.43,0.274,0.055,52056,38377,38.181,38.231,38.467,38.524,22702,22702,1.78,763567,,,  ,57.1,,,,,,,,,,
61,38.499,38.543,38.588,20819,87718.1,0.08,0.12,0.01,0.089,0.107,38377,28432,38.467,38.524,38.575,38.613,22702,22702,0.92,43521,,,  ,57.1,,,,,,,,,,
62,38.588,38.639,38.696,37802,159543.29,0.14,0.23,0.02,0.108,0.105,28432,49910,38.575,38.613,38.664,38.728,22702,22702,1.4,60504,,,  ,57.1,,,,,,,,,,
63,38.696,38.74,38.785,35161,158108.17,0.14,0.21,0.02,0.089,0.14,49910,42171,38.664,38.728,38.772,38.804,22702,22702,0.83,57863,,,  ,57.1,,,,,,,,,,
64,38.785,38.88,38.912,83302,403905.24,0.35,0.5,0.05,0.127,0.1,42171,76340,38.772,38.804,38.899,38.925,22702,22702,0.41,106004,,,  ,57.1,,,,,,,,,,
65,38.912,38.989,39.097,90149,516531.08,0.45,0.54,0.07,0.185,0.123,76340,23131,38.899,38.925,39.078,39.135,22702,22702,0.78,112851,,,  ,57.1,,,,,,,,,,
66,39.16,39.237,39.396,1126938.31,3499183.96,3.02,6.74,0.46,0.235,0.045,30081,29533,39.078,39.135,39.434,39.517,22130.74,23903.67,1.15,1149644,,,  ,57.1,,,,,,,,,,
67,39.52,39.567,39.612,27143.45,74203.26,0.06,0.16,0.01,0.092,0.043,24837.05,26343,39.434,39.517,39.606,39.625,24837.05,25532.98,0.91,52341,,,  ,69.1,,,,,,,,,,
68,39.612,39.663,39.774,40442.63,165061.84,0.14,0.24,0.02,0.162,0.049,26343,26756.76,39.606,39.625,39.771,39.828,25532.98,26756.76,2.81,66359,,,  ,57.1,,,,,,,,,,
69,39.821,39.886,39.917,44136.49,144186.12,0.12,0.26,0.02,0.096,0.071,27108.88,60341,39.771,39.828,39.905,39.93,27108.88,27833.03,1,71730,,,  ,55.1,,,,,,,,,,
70,39.917,39.975,40.026,149583.63,537864.31,0.46,0.89,0.07,0.108,0.054,60341,63978,39.905,39.93,40.019,40.032,27833.03,28647.75,0.82,177848,,,  ,55.1,,,,,,,,,,
